RowNumber,CustomerId,Surname,education,Geography,Gender,Age,Tenure,marital,IsActiveMember,EstimatedSalary,HasApp,HasLoan,HasInsurance,HasCrCard,NumOfProducts
716,15578977,Robinson,secondary,Accra,Male,34,5,divorced,0,144517.19,1,0,0,0,1
717,15677369,Golubov,secondary,Accra,Female,37,5,married,0,182038.6,0,0,0,0,0
718,15804072,Chen,secondary,Accra,Female,42,5,married,0,24210.56,0,0,1,0,1
719,15696859,Oldham,secondary,Accra,Male,45,5,divorced,0,172175.9,1,0,0,0,1
720,15653780,Kambinachi,secondary,Accra,Female,43,5,married,1,47578.45,1,0,1,0,2
721,15721658,Fleming,secondary,Accra,Female,56,5,divorced,1,150694.42,0,0,0,0,0
722,15578761,Cunningham,tertiary,Accra,Female,42,5,married,1,177683.02,1,0,0,1,2
723,15736879,Obinna,primary,Accra,Male,23,4,married,0,66088.83,1,0,0,0,1
724,15571973,Chinwemma,secondary,Accra,Female,38,5,single,0,169291.7,1,0,1,0,2
725,15626742,Carpenter,secondary,Accra,Male,36,5,married,1,117140.41,0,0,0,0,0
726,15672692,Yin,primary,Accra,Female,42,5,married,1,79510.37,0,0,0,0,0
727,15673570,Olsen,secondary,Accra,Male,37,5,divorced,1,77108.66,1,0,1,0,2
728,15767432,Ts'ai,secondary,Accra,Female,25,4,married,1,9679.28,0,0,0,0,0
729,15654238,Jen,tertiary,Accra,Female,40,5,married,0,81753.92,1,0,0,1,2
730,15612525,Preston,primary,Accra,Female,57,5,divorced,0,131372.38,1,0,0,0,1
731,15812750,Ozioma,primary,Accra,Male,24,4,married,1,25310.82,0,0,0,0,0
732,15790757,Cody,unknown,Accra,Female,25,4,married,0,187925.75,0,0,1,0,1
733,15723873,Ponomarev,secondary,Accra,Male,31,5,married,0,98820.39,0,0,1,0,1
734,15744607,Martin,tertiary,Accra,Male,43,5,married,0,64166.7,1,0,0,1,2
735,15612966,Milani,secondary,Accra,Female,60,5,married,1,176924.21,0,0,1,0,1
736,15784209,Tang,secondary,Accra,Male,47,5,single,1,90055.08,0,0,0,0,0
737,15794278,Romani,primary,Accra,Male,67,5,married,1,72814.31,0,0,0,0,0
738,15766741,McIntyre,secondary,Accra,Male,36,5,married,1,168290.06,0,0,1,0,1
739,15661036,Davis,secondary,Accra,Male,46,5,married,0,161767.38,1,0,0,0,1
740,15705639,Onyemauchechukwu,tertiary,Accra,Female,28,5,single,0,44420.18,1,0,0,1,2
741,15637414,Gell,primary,Accra,Female,24,4,married,1,37147.61,1,0,0,0,1
742,15716835,Rossi,tertiary,Accra,Male,24,4,married,1,125381.02,1,0,0,1,2
743,15696231,Chiwetelu,primary,Accra,Male,29,5,married,1,149853.89,1,0,0,0,1
744,15641675,Kirillova,unknown,Accra,Female,49,5,married,0,161435.02,0,0,1,0,1
745,15670755,Shaw,unknown,Accra,Male,60,5,married,1,102925.76,1,0,1,0,2
746,15640059,Smith,primary,Accra,Male,40,5,married,1,70899.27,0,0,0,0,0
747,15787619,Hsieh,unknown,Accra,Male,18,1,single,0,1459.28,1,0,0,0,1
748,15587535,Onyemauchechukwu,tertiary,Accra,Female,46,5,married,0,54227.06,1,0,0,1,2
749,15813034,Martin,secondary,Accra,Male,38,5,single,1,59280.79,0,0,1,0,1
750,15698839,Okwudilichukwu,tertiary,Accra,Male,46,5,married,1,126952.5,1,0,0,1,2
751,15790314,Onuoha,secondary,Accra,Male,41,5,single,1,130567.02,1,0,1,0,2
752,15634245,Muecke,secondary,Accra,Female,47,5,married,0,73294.48,1,0,0,0,1
753,15677305,Hsieh,tertiary,Accra,Female,35,5,married,1,3937.37,1,0,0,1,2
754,15661526,Anderson,tertiary,Accra,Male,37,5,married,0,2383.59,1,0,0,1,2
755,15685997,Azubuike,secondary,Accra,Female,39,5,single,0,14279.44,1,0,0,0,1
756,15660101,Nnonso,secondary,Accra,Male,31,5,married,0,141300.53,1,0,0,0,1
757,15637979,Fuller,secondary,Accra,Female,36,5,married,0,78140.75,0,0,0,0,0
758,15815364,Ashley,tertiary,Accra,Female,28,5,divorced,1,117431.1,1,0,0,1,2
759,15647099,Ts'ui,secondary,Accra,Female,37,5,married,0,72008.61,0,0,1,0,1
760,15625944,Buccho,secondary,Accra,Male,58,5,married,1,60887.58,0,0,0,0,0
761,15583212,Chidozie,secondary,Accra,Female,43,5,divorced,0,194764.83,0,0,0,0,0
762,15582741,Maclean,primary,Accra,Female,35,5,married,0,88705.14,1,0,0,0,1
763,15637876,Burns,secondary,Accra,Female,36,5,married,0,35817.97,1,0,0,0,1
764,15622750,Chu,tertiary,Accra,Female,21,3,single,0,31520.4,1,0,0,1,2
765,15672056,Kenenna,tertiary,Accra,Male,43,5,married,1,157908.19,1,0,0,1,2
766,15812351,Beluchi,secondary,Accra,Female,27,5,divorced,0,142200.15,1,0,1,0,2
767,15810864,Williamson,secondary,Accra,Female,82,5,divorced,1,182055.36,1,0,0,0,1
768,15677921,Bobrov,secondary,Accra,Male,60,5,married,0,157552.08,1,0,0,0,1
769,15724296,Kerr,secondary,Accra,Male,41,5,single,0,120284.67,1,0,1,0,2
770,15685329,McKenzie,primary,Accra,Female,63,5,married,1,24506.95,0,0,0,0,0
771,15584091,Pitts,secondary,Accra,Female,36,5,married,0,47271.61,0,0,0,0,0
772,15640442,Standish,primary,Accra,Male,31,5,married,0,41176.6,0,0,0,0,0
773,15639314,Cartwright,secondary,Accra,Male,32,5,single,1,9468.64,1,0,0,0,1
774,15685320,Johnstone,secondary,Accra,Male,36,5,married,0,123880.19,1,0,1,0,2
775,15789158,Nikitina,tertiary,Accra,Male,49,5,single,0,158887.09,1,0,0,1,2
776,15752137,McElroy,secondary,Accra,Male,33,5,married,1,117036.38,0,0,1,0,1
777,15712551,Shen,secondary,Accra,Female,58,5,married,0,120415.61,0,0,1,0,1
778,15628936,Archer,tertiary,Accra,Male,28,5,married,0,16064.25,1,0,0,1,2
779,15797227,Otutodilinna,primary,Accra,Male,28,5,married,1,52615.62,1,0,0,0,1
780,15769974,Shih,secondary,Accra,Female,35,5,married,0,121210.09,1,0,0,0,1
781,15737051,Denisov,secondary,Accra,Male,27,5,married,0,192247.35,1,0,0,0,1
782,15585595,Owens,secondary,Accra,Female,28,5,married,1,68759.57,1,0,0,0,1
783,15654060,P'eng,secondary,Accra,Male,41,5,divorced,1,75937.47,0,0,1,0,1
784,15745196,Verco,secondary,Accra,Female,35,5,single,0,84569.13,0,0,1,0,1
785,15571221,Bergamaschi,unknown,Accra,Male,58,5,married,1,190696.35,0,0,1,0,1
786,15660155,Lorenzo,tertiary,Accra,Male,36,5,divorced,1,67468.67,1,0,0,1,2
787,15605284,Outtrim,secondary,Accra,Male,26,5,divorced,1,104435.94,0,0,0,0,0
788,15694366,Hou,tertiary,Accra,Male,42,5,married,1,47166.55,1,0,0,1,2
789,15600739,Galkin,tertiary,Accra,Female,35,5,single,0,119899.52,1,0,0,1,2
790,15653253,Pagnotto,secondary,Accra,Male,48,5,married,1,173498.45,0,0,0,0,0
791,15763431,Echezonachukwu,secondary,Accra,Male,36,5,single,1,93249.26,0,0,1,0,1
792,15643696,Young,primary,Accra,Male,49,5,married,1,142917.54,0,0,0,0,0
793,15707473,Summers,primary,Accra,Female,48,5,married,0,111755.8,0,0,0,0,0
794,15769504,Munro,secondary,Accra,Female,34,5,single,1,108543.21,0,0,1,0,1
795,15776807,Brennan,tertiary,Accra,Male,29,5,married,0,180345.44,1,0,0,1,2
796,15686870,Ball,tertiary,Accra,Male,36,5,married,0,99444.02,1,0,0,1,2
797,15668747,Virgo,secondary,Accra,Female,46,5,married,1,109563.28,1,0,1,0,2
798,15766908,Trevisani,tertiary,Accra,Male,32,5,married,0,92568.07,1,0,0,1,2
799,15570134,Padovano,secondary,Accra,Female,35,5,divorced,1,37976.36,1,0,1,0,2
800,15567367,Tao,secondary,Accra,Female,42,5,married,1,103315.74,0,0,0,0,0
801,15747542,Perez,secondary,Accra,Male,52,5,married,1,173952.5,0,0,1,0,1
802,15762238,Fraser,secondary,Accra,Female,44,5,divorced,1,34673.98,0,0,1,0,1
803,15681554,Alley,secondary,Accra,Female,31,5,married,1,46163.44,0,0,1,0,1
804,15712825,Howells,secondary,Accra,Female,29,5,single,1,140676.98,0,0,0,0,0
805,15640280,Cameron,secondary,Accra,Male,39,5,married,1,151738.54,1,0,1,0,2
806,15756026,Hooper,primary,Accra,Female,46,5,married,0,14679.81,1,0,0,0,1
807,15613319,Rice,primary,Accra,Female,33,5,married,0,175544.02,0,0,0,0,0
808,15798906,Cox,secondary,Accra,Male,69,5,married,1,181964.6,0,0,0,0,0
809,15708917,Martin,primary,Accra,Male,53,5,single,1,136886.86,0,0,0,0,0
810,15778463,Ikenna,secondary,Accra,Female,37,5,married,0,122218.23,1,0,0,0,1
811,15699430,Davide,secondary,Accra,Female,35,5,married,0,180439.75,0,0,1,0,1
812,15649992,Alexander,secondary,Accra,Male,65,5,divorced,1,190419.81,1,0,0,0,1
813,15578980,Piazza,unknown,Accra,Female,33,5,married,1,58685.59,0,0,0,0,0
814,15775306,Ni,tertiary,Accra,Male,28,5,single,1,89017.38,1,0,0,1,2
815,15641655,Black,secondary,Accra,Female,26,5,married,0,50051.42,1,0,0,0,1
816,15619708,Harker,primary,Accra,Male,25,4,married,0,146041.45,0,0,0,0,0
817,15734565,Hughes,primary,Accra,Male,29,5,single,0,191166.09,1,0,0,0,1
818,15806438,Chiabuotu,tertiary,Accra,Female,42,5,divorced,0,103516.08,1,0,0,1,2
819,15591969,Kuo,tertiary,Accra,Male,27,5,single,1,164825.04,1,0,0,1,2
820,15747807,Gallagher,tertiary,Accra,Female,43,5,single,0,172557.77,1,0,0,1,2
821,15596939,Calabresi,secondary,Accra,Male,36,5,divorced,0,84320.94,1,0,1,0,2
822,15716155,Shaw,secondary,Accra,Female,36,5,married,0,122662.98,1,0,0,0,1
823,15765311,Zhirov,primary,Accra,Male,34,5,married,0,72085.1,1,0,0,0,1
824,15757811,Lloyd,primary,Accra,Female,69,5,single,1,110932.24,0,0,0,0,0
825,15603830,Palmer,secondary,Accra,Male,36,5,married,0,143635.36,0,0,0,0,0
826,15660602,Ch'eng,secondary,Accra,Male,33,5,divorced,1,3710.34,1,0,1,0,2
827,15660535,Avent,secondary,Accra,Female,47,5,single,1,179843.33,1,0,0,0,1
828,15666633,Huang,secondary,Accra,Male,56,5,married,1,10643.38,1,0,1,0,2
829,15596914,Shaw,secondary,Accra,Female,31,5,married,1,131167.98,1,0,0,0,1
830,15639788,Yuan,tertiary,Accra,Female,39,5,single,0,10553.31,1,0,0,1,2
831,15695846,Hawkins,tertiary,Accra,Female,34,5,divorced,1,130928.22,1,0,0,1,2
832,15726234,Trentini,primary,Accra,Female,41,5,single,1,157003.99,0,0,0,0,0
833,15797964,Cameron,secondary,Accra,Female,29,5,married,1,138527.56,1,0,0,0,1
834,15625881,Koehler,tertiary,Accra,Male,37,5,married,1,167032.49,1,0,0,1,2
835,15780628,Wu,secondary,Accra,Female,30,5,single,0,41642.29,1,0,0,0,1
836,15575883,Manna,secondary,Accra,Male,34,5,divorced,0,9677,1,0,0,0,1
837,15585036,Okoli,secondary,Accra,Female,37,5,single,1,147012.22,0,0,1,0,1
838,15589488,Ch'eng,secondary,Accra,Female,56,5,married,1,80553.87,0,0,0,0,0
839,15585888,Nwokezuike,unknown,Accra,Female,48,5,single,1,30730.95,0,0,1,0,1
840,15727915,Artemiev,secondary,Accra,Male,36,5,divorced,0,140134.43,1,0,0,0,1
841,15707567,Esposito,secondary,Accra,Male,50,5,married,0,91936.1,1,0,1,0,2
842,15737792,Abbie,secondary,Accra,Female,31,5,single,0,178252.63,1,0,1,0,2
843,15599433,Fanucci,secondary,Accra,Male,35,5,single,1,198674.08,1,0,1,0,2
844,15672012,Jen,secondary,Accra,Female,41,5,married,0,28266.9,1,0,0,0,1
845,15806983,Moss,secondary,Accra,Male,44,5,single,0,92381.01,1,0,0,0,1
846,15592222,Lo,primary,Accra,Male,49,5,married,0,135180.11,1,0,0,0,1
847,15608968,Averyanov,tertiary,Accra,Male,21,3,single,0,27330.59,1,0,0,1,2
848,15586959,Unaipon,secondary,Accra,Female,42,5,married,0,125305.34,0,0,1,0,1
849,15646558,Clamp,secondary,Accra,Male,51,5,married,1,149648.45,0,0,0,0,0
850,15725811,Lim,secondary,Accra,Male,25,4,single,1,59887.15,0,0,1,0,1
851,15572265,Wu,secondary,Accra,Male,46,5,single,0,45041.32,0,0,1,0,1
852,15794048,Wan,tertiary,Accra,Female,48,5,single,0,113316.77,1,0,0,1,2
853,15677610,Chambers,tertiary,Accra,Female,41,5,married,1,39087.42,1,0,0,1,2
854,15745012,Pettit,secondary,Accra,Female,43,5,married,1,7330.59,0,0,0,0,0
855,15601589,Baresi,secondary,Accra,Female,57,5,divorced,1,95463.29,0,0,0,0,0
856,15686436,Newbery,secondary,Accra,Male,32,5,single,0,167848.02,1,0,0,0,1
857,15693864,Iheanacho,secondary,Accra,Female,49,5,married,0,93953.84,0,0,1,0,1
858,15760550,Duncan,secondary,Accra,Male,39,5,married,1,174227.66,1,0,0,0,1
859,15686137,Barry,secondary,Accra,Male,32,5,married,1,135399.21,1,0,0,0,1
860,15809087,Landry,secondary,Accra,Male,64,5,divorced,0,195635.3,1,0,0,0,1
861,15807663,McGregor,secondary,Accra,Male,43,5,married,0,97508.04,1,0,0,0,1
862,15809100,Nucci,unknown,Accra,Female,32,5,divorced,0,188083.77,0,0,0,0,0
863,15794916,Pirogov,primary,Accra,Male,41,5,married,1,116704.25,0,0,0,0,0
864,15614215,Oguejiofor,tertiary,Accra,Male,53,5,single,1,97614.87,1,0,0,1,2
865,15805449,Ugochukwu,primary,Accra,Male,38,5,married,0,186884.04,1,0,0,0,1
866,15686983,Rohu,secondary,Accra,Female,25,4,married,1,131501.72,1,0,0,0,1
867,15808017,Cary,primary,Accra,Male,38,5,married,1,24302.95,0,0,0,0,0
868,15756804,O'Loghlen,secondary,Accra,Female,48,5,single,0,110510.28,0,0,1,0,1
869,15646810,Quinn,tertiary,Accra,Male,44,5,single,0,108488.33,1,0,0,1,2
870,15710424,Page,secondary,Accra,Male,36,5,married,1,197015.2,0,0,1,0,1
871,15799422,Evans,secondary,Accra,Female,40,5,divorced,1,27689.77,1,0,0,0,1
872,15692750,McGregor,secondary,Accra,Female,45,5,single,0,9217.55,0,0,0,0,0
873,15794549,Andrews,secondary,Accra,Female,35,5,married,1,15068.18,0,0,0,0,0
874,15803764,Stanley,primary,Accra,Male,28,5,single,0,7797.01,1,0,0,0,1
875,15674840,Chiazagomekpere,tertiary,Accra,Female,38,5,divorced,1,4400.32,1,0,0,1,2
876,15653762,Chidiebele,primary,Accra,Female,39,5,divorced,0,182025.95,1,0,0,0,1
877,15581229,Gregory,unknown,Accra,Female,32,5,single,1,122763.95,0,0,1,0,1
878,15800228,Bednall,secondary,Accra,Female,42,5,married,1,38152.01,1,0,0,0,1
879,15656333,Jen,secondary,Accra,Female,33,3,married,0,63163.99,1,0,0,0,1
880,15697497,She,secondary,Accra,Female,45,9,married,1,73418.29,0,0,1,0,1
881,15585362,Simmons,secondary,Accra,Female,60,6,married,0,17978.68,1,0,1,0,2
882,15571928,Fraser,secondary,Accra,Female,43,4,married,0,115136.51,1,0,0,0,1
883,15785519,May,tertiary,Accra,Male,36,6,married,0,149575.59,1,0,0,1,2
884,15743007,Seabrook,primary,Accra,Female,45,4,married,0,60917.24,1,0,0,0,1
885,15777211,Herrera,tertiary,Accra,Male,65,7,single,1,142548.33,1,0,0,1,2
886,15721935,Kincaid,tertiary,Accra,Male,25,4,married,1,157878.67,1,0,0,1,2
887,15591711,Sleeman,tertiary,Accra,Male,38,0,married,0,12796.43,1,0,0,1,2
888,15625021,Hung,secondary,Accra,Male,42,2,married,1,18657.77,1,0,0,0,1
889,15702968,Artemieva,tertiary,Accra,Male,74,3,married,1,134589.58,1,0,0,1,2
890,15600462,Barwell,tertiary,Accra,Female,43,8,divorced,1,10350.74,1,0,0,1,2
891,15768104,Wright,secondary,Accra,Male,37,8,single,0,66013.27,0,0,0,0,0
892,15780140,Bellucci,primary,Accra,Male,32,2,divorced,1,5907.11,0,0,0,0,0
893,15585255,Moore,tertiary,Accra,Male,42,9,married,0,74077.91,1,0,0,1,2
894,15772781,Ball,secondary,Accra,Female,51,3,married,1,77294.56,1,0,0,0,1
895,15669987,Sung,primary,Accra,Female,35,8,married,0,54359.02,0,0,0,0,0
896,15697000,Mello,primary,Accra,Male,32,5,married,1,156124.93,0,0,0,0,0
897,15733119,Mistry,primary,Accra,Male,35,8,married,0,94820.85,1,0,0,0,1
898,15782390,T'ien,secondary,Accra,Female,40,6,single,0,155155.25,1,0,0,0,1
899,15654700,Fallaci,secondary,Accra,Female,40,2,married,0,128702.1,1,0,0,0,1
900,15632210,Hill,secondary,Accra,Male,25,4,married,0,22745.5,1,0,0,0,1
901,15642041,Burns,secondary,Accra,Male,40,1,single,0,71865.31,1,0,0,0,1
902,15709737,Hunter,secondary,Accra,Male,36,7,married,1,84294.82,1,0,0,0,1
903,15792388,Li,secondary,Accra,Female,48,7,married,1,149139.13,0,0,0,0,0
904,15786014,Ku,primary,Accra,Male,28,5,married,0,185489.11,0,0,0,0,0
905,15794580,Ch'en,tertiary,Accra,Male,58,4,married,0,176407.15,1,0,0,1,2
906,15675964,Chukwukadibia,tertiary,Accra,Female,45,9,married,1,92027.69,1,0,0,1,2
907,15814275,Zikoranachidimma,secondary,Accra,Male,33,6,single,1,43932.54,0,0,0,0,0
908,15724848,Oluchukwu,primary,Accra,Female,46,1,married,0,115789.25,0,0,0,0,0
909,15754713,Rivera,secondary,Accra,Male,31,10,married,1,125777.28,1,0,0,0,1
910,15693814,Niu,primary,Accra,Male,25,4,married,0,18461.9,0,0,0,0,0
911,15599660,Bennett,unknown,Accra,Male,36,6,married,1,79633.38,1,0,0,0,1
912,15746490,Wollstonecraft,secondary,Accra,Female,53,6,single,1,121542.29,0,0,0,0,0
913,15566091,Thomsen,tertiary,Accra,Female,32,4,divorced,0,94739.2,1,0,0,1,2
914,15655961,Palermo,secondary,Accra,Male,27,1,divorced,0,93302.29,0,0,0,0,0
915,15710404,Chinwendu,primary,Accra,Male,35,10,married,1,193793.78,0,0,0,0,0
916,15775625,McKenzie,secondary,Accra,Male,47,6,single,0,74835.65,1,0,0,0,1
917,15792328,James,tertiary,Accra,Male,39,6,single,1,56999.9,1,0,0,1,2
918,15719856,Lamb,secondary,Accra,Female,45,3,single,1,57236.44,0,0,0,0,0
919,15593773,Olejuru,unknown,Accra,Male,35,3,married,0,81483.64,0,0,0,0,0
920,15733114,Hay,secondary,Accra,Male,45,9,divorced,0,26752.56,0,0,0,0,0
921,15797748,Lu,secondary,Accra,Male,44,5,married,1,9200.54,0,0,0,0,0
922,15743411,Chiawuotu,secondary,Accra,Male,61,1,married,0,22447.85,0,0,0,0,0
923,15753337,Yeates,tertiary,Accra,Male,51,5,married,0,189122.89,1,0,0,1,2
924,15601026,Gallagher,tertiary,Accra,Female,19,1,single,1,16161.82,1,0,0,1,2
925,15658485,Heath,secondary,Accra,Female,34,9,married,1,68600.36,1,0,0,0,1
926,15636731,Ts'ai,tertiary,Accra,Female,36,1,single,1,447.73,1,0,0,1,2
927,15628303,Thurgood,secondary,Accra,Male,35,3,married,1,15650.73,1,0,0,0,1
928,15633461,Pai,secondary,Accra,Male,38,5,married,1,149599.62,1,0,0,0,1
929,15677135,Lorenzo,secondary,Accra,Male,61,8,married,1,90304.01,0,0,0,0,0
930,15590876,Knupp,secondary,Accra,Female,24,4,married,0,115676.38,1,0,0,0,1
931,15790782,Baryshnikov,primary,Accra,Male,39,6,married,0,38812.67,0,0,0,0,0
932,15700476,Azubuike,secondary,Accra,Male,41,9,married,1,34338.21,1,0,0,0,1
933,15634141,Shephard,secondary,Accra,Female,42,8,married,0,823.36,1,0,0,0,1
934,15737795,Scott,secondary,Accra,Male,36,1,married,1,135482.26,0,0,0,0,0
935,15790299,Williamson,secondary,Accra,Male,37,9,married,1,10656.89,0,0,0,0,0
936,15675316,Avdeeva,primary,Accra,Female,38,3,married,1,116467.35,1,0,0,0,1
937,15613630,Tang,secondary,Accra,Male,52,8,married,1,96823.32,1,0,0,0,1
938,15662100,Hsu,secondary,Accra,Female,44,5,married,1,171096.2,0,0,0,0,0
939,15668032,Buchanan,tertiary,Accra,Female,37,4,single,1,79881.39,1,0,0,1,2
940,15599289,Yeh,secondary,Accra,Female,37,10,married,0,157862.82,1,0,0,0,1
941,15754084,Palazzi,secondary,Accra,Male,35,1,married,1,127951.81,1,0,0,0,1
942,15676521,Y?an,secondary,Accra,Female,31,8,married,0,191074.11,1,0,0,0,1
943,15804586,Lin,secondary,Accra,Female,46,6,single,0,157333.69,0,0,0,0,0
944,15781465,Schofield,secondary,Accra,Female,29,8,single,0,133457.52,0,0,0,0,0
945,15729362,Lombardi,secondary,Accra,Male,36,8,married,0,130789.6,0,0,0,0,0
946,15709295,Wall,secondary,Accra,Female,25,5,married,1,128373.88,1,0,0,0,1
947,15745324,Milani,secondary,Accra,Female,39,4,married,0,194273.2,1,0,0,0,1
948,15741336,Ejimofor,unknown,Accra,Female,38,5,married,1,5684.17,1,0,0,0,1
949,15783659,Blackburn,secondary,Accra,Male,67,4,married,1,131043.2,1,0,0,0,1
950,15620981,Wickham,secondary,Accra,Female,48,3,single,0,21228.34,0,0,0,0,0
951,15630328,Bird,secondary,Accra,Female,48,8,married,1,43250.3,0,0,0,0,0
952,15785899,Ch'en,secondary,Accra,Male,33,8,married,0,4389.4,1,0,0,0,1
953,15606149,Wood,primary,Accra,Female,66,9,married,1,189271.9,0,0,0,0,0
954,15671139,Brizendine,tertiary,Accra,Male,39,0,married,1,102284.2,1,0,0,1,2
955,15660429,Ch'in,unknown,Accra,Female,42,2,single,1,156774.94,1,0,0,0,1
956,15571002,Yusupov,tertiary,Accra,Female,44,4,married,0,69865.49,1,0,0,1,2
957,15631681,Jibunoh,secondary,Accra,Female,43,0,married,1,85523.24,0,0,0,0,0
958,15731522,Ts'ui,secondary,Accra,Female,67,8,married,1,51219.8,1,0,0,0,1
959,15619529,Ndukaku,secondary,Accra,Male,27,8,married,0,7222.92,1,0,0,0,1
960,15628034,Wilder,primary,Accra,Female,37,6,married,1,23971.33,1,0,0,0,1
961,15686164,Maclean,tertiary,Accra,Female,31,1,married,1,132173.31,1,0,0,1,2
962,15582797,Ch'iu,tertiary,Accra,Male,35,4,married,0,113639.64,1,0,0,1,2
963,15753831,Cox,unknown,Accra,Male,32,7,married,1,39768.59,1,0,0,0,1
964,15731815,Nepean,secondary,Accra,Male,63,4,divorced,0,108732.96,1,0,0,0,1
965,15580956,McNess,primary,Accra,Female,43,4,married,1,117349.19,1,0,0,0,1
966,15602084,Coles,secondary,Accra,Female,42,5,married,1,78004.5,0,0,0,0,0
967,15589805,Benson,secondary,Accra,Female,34,6,married,1,152417.79,0,0,0,0,0
968,15720893,Gilbert,secondary,Accra,Female,34,9,single,0,26057.08,0,0,0,0,0
969,15641009,Wilhelm,secondary,Accra,Male,37,3,married,0,79972.09,0,0,0,0,0
970,15605926,Sinclair,secondary,Accra,Male,70,9,single,1,107125.79,1,0,0,0,1
971,15805955,L?,secondary,Accra,Female,48,10,divorced,1,47679.14,1,0,0,0,1
972,15801488,Buckner,secondary,Accra,Male,25,3,married,1,134509.47,1,0,0,0,1
973,15605918,Padovesi,primary,Accra,Male,43,5,married,0,153265.31,0,0,0,0,0
974,15779711,Gray,secondary,Accra,Female,38,7,married,1,179883.04,1,0,0,0,1
975,15705620,Lu,secondary,Accra,Male,34,5,married,0,138882.98,0,0,0,0,0
976,15685357,Wright,secondary,Accra,Female,36,8,single,1,9855.81,1,0,0,0,1
977,15570060,Palerma,secondary,Accra,Female,43,8,married,0,67046.83,1,0,0,0,1
978,15582616,Y?an,tertiary,Accra,Female,38,4,single,0,56388.63,1,0,0,1,2
979,15799515,Wei,tertiary,Accra,Female,48,8,single,0,77764.37,1,0,0,1,2
980,15642937,Padovesi,primary,Accra,Female,46,7,married,0,130590.35,0,0,0,0,0
981,15624729,Tsao,primary,Accra,Male,27,0,married,0,151912.49,1,0,0,0,1
982,15566156,Franklin,secondary,Accra,Female,44,0,single,0,151083.8,1,0,0,0,1
983,15792360,Clark,tertiary,Accra,Male,32,7,divorced,1,777.37,1,0,0,1,2
984,15807008,McGregor,secondary,Accra,Female,35,6,divorced,0,69454.24,0,0,0,0,0
985,15704770,Pan,primary,Accra,Male,25,1,married,1,11723.57,0,0,0,0,0
986,15756475,Kenniff,secondary,Accra,Male,31,9,single,1,91565.25,0,0,0,0,0
987,15655339,Spencer,secondary,Accra,Male,36,1,married,0,79616.37,0,0,0,0,0
988,15613749,Lees,tertiary,Accra,Male,34,0,married,0,102299.81,1,0,0,1,2
989,15664521,David,secondary,Accra,Male,31,7,married,1,104533.51,0,0,0,0,0
990,15681206,Hsing,primary,Accra,Female,49,3,single,0,140765.57,0,0,0,0,0
991,15745527,Burke,primary,Accra,Male,37,5,divorced,0,66214.13,1,0,0,0,1
992,15806926,Watson,tertiary,Accra,Female,35,2,married,1,139816.1,1,0,0,1,2
993,15724563,Hawkins,secondary,Accra,Female,42,3,single,1,140139.28,1,0,0,0,1
994,15782899,Ginn,tertiary,Accra,Female,28,7,married,0,102297.15,1,0,0,1,2
995,15623521,Sozonov,secondary,Accra,Male,43,9,married,0,145765.83,1,0,0,0,1
996,15810218,Sun,primary,Accra,Male,29,9,married,1,83912.24,1,0,0,0,1
997,15645621,Hunter,secondary,Accra,Male,44,3,married,1,78439.73,1,0,0,0,1
998,15608114,Manfrin,primary,Accra,Male,62,7,married,1,6776.92,1,0,0,0,1
999,15659557,Artamonova,secondary,Accra,Female,28,4,married,1,9903.42,0,0,0,0,0
1000,15787772,Hansen,secondary,Accra,Female,38,1,single,0,91561.91,0,0,0,0,0
1001,15691111,Pai,unknown,Accra,Female,42,8,married,0,4027.02,1,0,0,0,1
1002,15592089,Larsen,secondary,Accra,Female,43,10,married,1,116111.51,0,0,0,0,0
1003,15633897,Owen,primary,Accra,Male,39,1,single,1,184023.54,0,0,0,0,0
1004,15701301,Murphy,primary,Accra,Female,42,3,married,0,67124.48,1,0,0,0,1
1005,15723685,Ekechukwu,secondary,Accra,Female,26,7,divorced,0,50070.59,1,0,0,0,1
1006,15701602,Ayers,secondary,Accra,Male,52,5,single,0,53793.1,1,0,0,0,1
1007,15739189,Johnson,unknown,Accra,Female,33,6,married,0,45261.47,0,0,0,0,0
1008,15573086,Millar,unknown,Accra,Male,42,7,married,1,36721.4,0,0,0,0,0
1009,15569050,Farrell,primary,Accra,Male,45,6,married,0,130009.85,0,0,0,0,0
1010,15750765,Sanders,primary,Accra,Male,71,0,married,1,175380.77,0,0,0,0,0
1011,15799811,Herrera,primary,Accra,Male,40,10,married,0,127847.25,0,0,0,0,0
1012,15698442,Eberechukwu,secondary,Accra,Male,35,3,divorced,1,138231.7,1,0,0,0,1
1013,15655274,Bardin,secondary,Accra,Female,29,4,single,1,48673.18,0,0,1,0,1
1014,15603594,Nwankwo,tertiary,Accra,Male,24,4,single,1,70668.77,1,0,0,1,2
1015,15585961,Talbot,secondary,Accra,Female,43,3,divorced,1,199505.53,0,0,0,0,0
1016,15686936,McGregor,secondary,Accra,Female,37,5,married,1,169583.18,0,0,0,0,0
1017,15770424,Onyeorulu,primary,Accra,Male,40,7,divorced,0,49063.42,0,0,0,0,0
1018,15587451,Goold,secondary,Accra,Male,41,7,married,0,63337.19,1,0,0,0,1
1019,15602010,Zikoranaudodimma,primary,Accra,Female,45,5,divorced,0,60083.11,0,0,0,0,0
1020,15600583,Garner,primary,Accra,Male,31,1,married,0,48606.71,0,0,0,0,0
